"","LPI_final","CI_low","CI_high","sim","label","trend_type","years"
"43873",0.981694121442655,0.822722419308566,1.16175887923817,10,"60%","Concave Decrease",1974
"43874",1.0008708815422,0.835545721820832,1.17743544107703,10,"60%","Concave Decrease",1975
"43875",0.991248941407071,0.832685957347839,1.16830398013116,10,"60%","Concave Decrease",1976
"43876",0.990491266583688,0.822121852985638,1.17463001959948,10,"60%","Concave Decrease",1977
"43877",0.994201171042818,0.823091408664149,1.19247971757984,10,"60%","Concave Decrease",1978
"43878",0.99248135247648,0.819487473931076,1.19140477743261,10,"60%","Concave Decrease",1979
"43879",0.987408767920333,0.814058881447924,1.18259893765034,10,"60%","Concave Decrease",1980
"43880",0.972453820602825,0.801242683246732,1.17449145421531,10,"60%","Concave Decrease",1981
"43881",0.957726313496882,0.787760595172622,1.15184363216771,10,"60%","Concave Decrease",1982
"43882",0.935371751388446,0.77082769112096,1.13130962179687,10,"60%","Concave Decrease",1983
"43883",0.954828599062535,0.780681764597605,1.15315052846578,10,"60%","Concave Decrease",1984
"43884",0.955788083881592,0.780513534367272,1.1587173508022,10,"60%","Concave Decrease",1985
"43885",0.956741330507748,0.778393866388997,1.15450545248695,10,"60%","Concave Decrease",1986
"43886",0.957690066226196,0.78206544242187,1.16036653966235,10,"60%","Concave Decrease",1987
"43887",0.957431458549959,0.784794314270839,1.15990588529702,10,"60%","Concave Decrease",1988
"43888",0.966429430694397,0.786885027887987,1.1816276949755,10,"60%","Concave Decrease",1989
"43889",0.972744425254204,0.786919494678416,1.20435972819983,10,"60%","Concave Decrease",1990
"43890",0.967032981374588,0.782227050124898,1.19510801814289,10,"60%","Concave Decrease",1991
"43891",0.955815922457794,0.771066868171295,1.1831000195081,10,"60%","Concave Decrease",1992
"43892",0.9397224004976,0.755441362309345,1.16218942682645,10,"60%","Concave Decrease",1993
"43893",0.956709417678408,0.766582096992741,1.19192660111606,10,"60%","Concave Decrease",1994
"43894",0.956650631269204,0.767276967972887,1.19744300796528,10,"60%","Concave Decrease",1995
"43895",0.939486476691853,0.7513143688975,1.18734440797945,10,"60%","Concave Decrease",1996
"43896",0.893252285196786,0.713851990232493,1.12243949056988,10,"60%","Concave Decrease",1997
"43897",0.877817434670164,0.700250468118551,1.10337717592559,10,"60%","Concave Decrease",1998
"43898",0.871125194827856,0.693031528987163,1.09439977209992,10,"60%","Concave Decrease",1999
"43899",0.864400720934696,0.692573719619789,1.09466353634663,10,"60%","Concave Decrease",2000
"43900",0.863835865519775,0.691148641526445,1.09627304289414,10,"60%","Concave Decrease",2001
"43901",0.857159218285085,0.683167694086662,1.09310653569411,10,"60%","Concave Decrease",2002
"43902",0.846864110776601,0.675982893868358,1.07739011601899,10,"60%","Concave Decrease",2003
"43903",0.830689697707619,0.664049837285152,1.05949527288423,10,"60%","Concave Decrease",2004
"43904",0.814818740525641,0.651721760287474,1.0384200585343,10,"60%","Concave Decrease",2005
"43905",0.796356405060851,0.634467641316417,1.00820219255585,10,"60%","Concave Decrease",2006
"43906",0.774963522356341,0.616435116535557,0.986468024575654,10,"60%","Concave Decrease",2007
"43907",0.746859893898606,0.592851417081239,0.935421344631306,10,"60%","Concave Decrease",2008
"43908",0.720857620834717,0.569871637018943,0.909384799243395,10,"60%","Concave Decrease",2009
"43909",0.711878531954224,0.561130379409077,0.899604395330638,10,"60%","Concave Decrease",2010
