"","LPI_final","CI_low","CI_high","years","numZeros","sim","label"
"16113",0.965414818324697,0.767809794069396,1.07968003146082,2016,3194,227,"Permutations"
"16114",0.970253379717387,0.77698684014685,1.09317381696196,2017,2892,227,"Permutations"
"16115",0.984352337817186,0.789351140869988,1.10040787059248,2018,3035,227,"Permutations"
"16116",0.998754077535425,0.797599550508374,1.12258006677141,2019,2638,227,"Permutations"
"16117",0.998754077535425,0.797599550508374,1.12258006677141,2020,2106,227,"Permutations"
"16118",1,1,1,1950,10,228,"Permutations"
"16119",1.01060721132293,0.968834102222491,1.10363546280005,1951,11,228,"Permutations"
"16120",1.03422229325362,0.949633513073204,1.12511779294369,1952,11,228,"Permutations"
"16121",0.99966823753393,0.932426202295179,1.131180954111,1953,12,228,"Permutations"
"16122",0.992133123803674,0.932193959312337,1.17063193890621,1954,12,228,"Permutations"
"16123",0.986382174496979,0.930932345479471,1.17134819233733,1955,10,228,"Permutations"
"16124",0.975686471085396,0.925752215419449,1.16064672260205,1956,8,228,"Permutations"
"16125",1.02702929862821,0.969014256915705,1.25452825392053,1957,8,228,"Permutations"
"16126",1.02770896283452,0.964498311114529,1.23561205665486,1958,8,228,"Permutations"
